Protein,logFC,AveExpr,t,P.Value,B,group_effect,group_pvalue,time_effect,time_pvalue,interaction_effect,interaction_pvalue,aic,bic,n_obs,test_method,adj.P.Val,Significant,Significance,Description,Gene,Protein Gene,UniProt_Accession,UniProt_Entry_Name,UniProt_Database
sp|Q14166|TTL12_HUMAN,-0.44655541080392314,12.370178115356644,,0.5784278108055827,,-0.44655541080392314,0.5784278108055827,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7936157002517186,False,Not significant,Tubulin--tyrosine ligase-like protein 12,TTLL12,TTLL12,Q14166,TTL12_HUMAN,SwissProt
sp|A0A0C4DH39|HV158_HUMAN,2.0562565649184887,8.543489326170725,,0.5786258391563963,,2.0562565649184887,0.5786258391563963,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7936157002517186,False,Not significant,Immunoglobulin heavy variable 1-58,IGHV1-58,IGHV1-58,A0A0C4DH39,HV158_HUMAN,SwissProt
sp|Q96AP7|ESAM_HUMAN,0.2017544165372669,15.854110908591307,,0.5790701908744766,,0.2017544165372669,0.5790701908744766,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7936157002517186,False,Not significant,Endothelial cell-selective adhesion molecule,ESAM,ESAM,Q96AP7,ESAM_HUMAN,SwissProt
sp|Q9NRR1|CYTL1_HUMAN,-0.39430432356148964,11.194947555643138,,0.579297219708347,,-0.39430432356148964,0.579297219708347,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7936157002517186,False,Not significant,Cytokine-like protein 1,CYTL1,CYTL1,Q9NRR1,CYTL1_HUMAN,SwissProt
sp|Q92963|RIT1_HUMAN,1.0714592172933128,8.671529862773104,,0.5793423814038545,,1.0714592172933128,0.5793423814038545,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7936157002517186,False,Not significant,GTP-binding protein Rit1,RIT1,RIT1,Q92963,RIT1_HUMAN,SwissProt
sp|Q86WG3|ATCAY_HUMAN / sp|Q12982|BNIP2_HUMAN,-0.3058912340222519,10.285698382766178,,0.5795483074206629,,-0.3058912340222519,0.5795483074206629,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7936157002517186,False,Not significant,Caytaxin,ATCAY / BNIP2,ATCAY / BNIP2,Q86WG3,,
sp|Q9Y394|DHRS7_HUMAN,-0.1854496163095039,12.043080742847293,,0.5824934770922554,,-0.1854496163095039,0.5824934770922554,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7959484902926982,False,Not significant,Dehydrogenase/reductase SDR family member 7,DHRS7,DHRS7,Q9Y394,DHRS7_HUMAN,SwissProt
sp|P51148|RAB5C_HUMAN,0.09597828430293093,15.40404098143552,,0.5826102684331191,,0.09597828430293093,0.5826102684331191,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7959484902926982,False,Not significant,Ras-related protein Rab-5C,RAB5C,RAB5C,P51148,RAB5C_HUMAN,SwissProt
sp|P05198|IF2A_HUMAN,0.16642711152494932,13.452383791130686,,0.5827057605743444,,0.16642711152494932,0.5827057605743444,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7959484902926982,False,Not significant,Eukaryotic translation initiation factor 2 subunit 1,EIF2S1,EIF2S1,P05198,IF2A_HUMAN,SwissProt
sp|O14773|TPP1_HUMAN,0.2652932449591493,16.21981581241646,,0.5835126886690057,,0.2652932449591493,0.5835126886690057,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7959484902926982,False,Not significant,Tripeptidyl-peptidase 1,TPP1,TPP1,O14773,TPP1_HUMAN,SwissProt
sp|Q96S99|PKHF1_HUMAN,-0.337699290811054,12.06261171167171,,0.5838183048970945,,-0.337699290811054,0.5838183048970945,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7959484902926982,False,Not significant,Pleckstrin homology domain-containing family F member 1,PLEKHF1,PLEKHF1,Q96S99,PKHF1_HUMAN,SwissProt
sp|P35813|PPM1A_HUMAN,-0.08677951829360026,13.510528714409874,,0.5839573257911452,,-0.08677951829360026,0.5839573257911452,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7959484902926982,False,Not significant,Protein phosphatase 1A,PPM1A,PPM1A,P35813,PPM1A_HUMAN,SwissProt
sp|P08581|MET_HUMAN,0.1802481875359263,14.511598016163441,,0.5840040824360946,,0.1802481875359263,0.5840040824360946,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7959484902926982,False,Not significant,Hepatocyte growth factor receptor,MET,MET,P08581,MET_HUMAN,SwissProt
sp|P12956|XRCC6_HUMAN,1.5417552092428284,9.021811119015673,,0.5840446597630193,,1.5417552092428284,0.5840446597630193,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7959484902926982,False,Not significant,X-ray repair cross-complementing protein 6,XRCC6,XRCC6,P12956,XRCC6_HUMAN,SwissProt
sp|Q8N423|LIRB2_HUMAN,0.17475186138616863,12.798381065405243,,0.5850131453589351,,0.17475186138616863,0.5850131453589351,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7967920976214887,False,Not significant,Leukocyte immunoglobulin-like receptor subfamily B member 2,LILRB2,LILRB2,Q8N423,LIRB2_HUMAN,SwissProt
sp|P40227|TCPZ_HUMAN,-0.2488284538387448,16.554079766368954,,0.5862539574200472,,-0.2488284538387448,0.5862539574200472,,,,,,,29,Mixed-effects model (Wald F-test on time),0.7980053868165418,False,Not significant,T-complex protein 1 subunit zeta,CCT6A,CCT6A,P40227,TCPZ_HUMAN,SwissProt
sp|Q99542|MMP19_HUMAN,0.11399362915450868,18.28080489523505,,0.5869348327566517,,0.11399362915450868,0.5869348327566517,,,,,,,29,Mixed-effects model (Wald F-test on time),0.798449163481047,False,Not significant,Matrix metalloproteinase-19,MMP19,MMP19,Q99542,MMP19_HUMAN,SwissProt
sp|Q13835|PKP1_HUMAN,-0.5791675063501772,9.987850488199014,,0.5875679676386996,,-0.5791675063501772,0.5875679676386996,,,,,,,29,Mixed-effects model (Wald F-test on time),0.798449163481047,False,Not significant,Plakophilin-1,PKP1,PKP1,Q13835,PKP1_HUMAN,SwissProt
sp|O00483|NDUA4_HUMAN,-0.2755386580053131,10.349619296017364,,0.5876590564332533,,-0.2755386580053131,0.5876590564332533,,,,,,,29,Mixed-effects model (Wald F-test on time),0.798449163481047,False,Not significant,Cytochrome c oxidase subunit NDUFA4,NDUFA4,NDUFA4,O00483,NDUA4_HUMAN,SwissProt
sp|P49755|TMEDA_HUMAN,0.25103502697273117,12.590093396572836,,0.5882349350709425,,0.25103502697273117,0.5882349350709425,,,,,,,29,Mixed-effects model (Wald F-test on time),0.798449163481047,False,Not significant,Transmembrane emp24 domain-containing protein 10,TMED10,TMED10,P49755,TMEDA_HUMAN,SwissProt
sp|Q01082|SPTB2_HUMAN,-0.15488256325738278,15.880191139972505,,0.588330962564982,,-0.15488256325738278,0.588330962564982,,,,,,,29,Mixed-effects model (Wald F-test on time),0.798449163481047,False,Not significant,"Spectrin beta chain, non-erythrocytic 1",SPTBN1,SPTBN1,Q01082,SPTB2_HUMAN,SwissProt
sp|Q8NBF2|NHLC2_HUMAN,-0.2777795743143092,11.811361651238766,,0.5899909815030275,,-0.2777795743143092,0.5899909815030275,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8000863265377725,False,Not significant,NHL repeat-containing protein 2,NHLRC2,NHLRC2,Q8NBF2,NHLC2_HUMAN,SwissProt
sp|P50851|LRBA_HUMAN,0.1001403864009301,13.71084146683393,,0.5902391233493567,,0.1001403864009301,0.5902391233493567,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8000863265377725,False,Not significant,Lipopolysaccharide-responsive and beige-like anchor protein,LRBA,LRBA,P50851,LRBA_HUMAN,SwissProt
sp|Q15424|SAFB1_HUMAN,0.24882313675159157,11.925089362169631,,0.5918850923709108,,0.24882313675159157,0.5918850923709108,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8004882099520924,False,Not significant,Scaffold attachment factor B1,SAFB,SAFB,Q15424,SAFB1_HUMAN,SwissProt
sp|P01601|KVD16_HUMAN,0.14889545902178528,15.359562302757512,,0.5919217063538409,,0.14889545902178528,0.5919217063538409,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8004882099520924,False,Not significant,Immunoglobulin kappa variable 1D-16,IGKV1D-16,IGKV1D-16,P01601,KVD16_HUMAN,SwissProt
sp|P49748|ACADV_HUMAN,0.2645922178700048,12.338220878587162,,0.5919310915884736,,0.2645922178700048,0.5919310915884736,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8004882099520924,False,Not significant,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADVL,ACADVL,P49748,ACADV_HUMAN,SwissProt
sp|Q15019|SEPT2_HUMAN,0.11759852412729897,14.00895836825722,,0.5922069989528163,,0.11759852412729897,0.5922069989528163,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8004882099520924,False,Not significant,Septin-2,SEPTIN2,SEPTIN2,Q15019,SEPT2_HUMAN,SwissProt
sp|Q562R1|ACTBL_HUMAN,0.25205821110531307,21.470271820647934,,0.5926400939151476,,0.25205821110531307,0.5926400939151476,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8004882099520924,False,Not significant,Beta-actin-like protein 2,ACTBL2,ACTBL2,Q562R1,ACTBL_HUMAN,SwissProt
sp|Q14644|RASA3_HUMAN,0.08286704037218084,16.60410982697947,,0.5928011590347056,,0.08286704037218084,0.5928011590347056,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8004882099520924,False,Not significant,Ras GTPase-activating protein 3,RASA3,RASA3,Q14644,RASA3_HUMAN,SwissProt
sp|P47756|CAPZB_HUMAN,-0.1315354677351521,17.08741281290534,,0.5937954610583069,,-0.1315354677351521,0.5937954610583069,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8004882099520924,False,Not significant,F-actin-capping protein subunit beta,CAPZB,CAPZB,P47756,CAPZB_HUMAN,SwissProt
sp|Q15052|ARHG6_HUMAN,1.4432489712024168,9.286025834238371,,0.5938348481960731,,1.4432489712024168,0.5938348481960731,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8004882099520924,False,Not significant,Rho guanine nucleotide exchange factor 6,ARHGEF6,ARHGEF6,Q15052,ARHG6_HUMAN,SwissProt
sp|Q96Q06|PLIN4_HUMAN,-0.27790925316678483,11.803022989408236,,0.5940755676168514,,-0.27790925316678483,0.5940755676168514,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8004882099520924,False,Not significant,Perilipin-4,PLIN4,PLIN4,Q96Q06,PLIN4_HUMAN,SwissProt
sp|Q13247|SRSF6_HUMAN / sp|Q13243|SRSF5_HUMAN / sp|Q08170|SRSF4_HUMAN,-0.168840088409425,12.803094675240008,,0.5943966787711743,,-0.168840088409425,0.5943966787711743,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8004882099520924,False,Not significant,Serine/arginine-rich splicing factor 6,SRSF6 / SRSF5 / SRSF4,SRSF6 / SRSF5 / SRSF4,Q13247,,
sp|Q14761|PTCA_HUMAN,-0.23425205428054593,10.554159102015543,,0.5945665520649569,,-0.23425205428054593,0.5945665520649569,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8004882099520924,False,Not significant,Protein tyrosine phosphatase receptor type C-associated protein,PTPRCAP,PTPRCAP,Q14761,PTCA_HUMAN,SwissProt
sp|O95747|OXSR1_HUMAN,1.2224950485885477,9.07190425482829,,0.5947486963415984,,1.2224950485885477,0.5947486963415984,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8004882099520924,False,Not significant,Serine/threonine-protein kinase OSR1,OXSR1,OXSR1,O95747,OXSR1_HUMAN,SwissProt
sp|P46777|RL5_HUMAN,-0.31740762740226713,10.30163444528773,,0.5958626996939878,,-0.31740762740226713,0.5958626996939878,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8015144279069569,False,Not significant,Large ribosomal subunit protein uL18,RPL5,RPL5,P46777,RL5_HUMAN,SwissProt
sp|Q9UNM6|PSD13_HUMAN,-0.23391813999466135,14.56681716417723,,0.5980345974072907,,-0.23391813999466135,0.5980345974072907,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8028952912517442,False,Not significant,26S proteasome non-ATPase regulatory subunit 13,PSMD13,PSMD13,Q9UNM6,PSD13_HUMAN,SwissProt
sp|Q99613|EIF3C_HUMAN / sp|B5ME19|EIFCL_HUMAN,-0.15695184382709107,13.367667096741398,,0.5981270611492269,,-0.15695184382709107,0.5981270611492269,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8028952912517442,False,Not significant,Eukaryotic translation initiation factor 3 subunit C,EIF3C / EIF3CL,EIF3C / EIF3CL,Q99613,,
sp|P09543|CN37_HUMAN,0.09742461281995392,14.112622141742106,,0.5982981285876225,,0.09742461281995392,0.5982981285876225,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8028952912517442,False,Not significant,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",CNP,CNP,P09543,CN37_HUMAN,SwissProt
sp|P48637|GSHB_HUMAN,-0.3690431744561968,10.492854180880151,,0.5987576890100561,,-0.3690431744561968,0.5987576890100561,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8028952912517442,False,Not significant,Glutathione synthetase,GSS,GSS,P48637,GSHB_HUMAN,SwissProt
sp|P30041|PRDX6_HUMAN,-0.21691852531860994,16.500350405588453,,0.5987656008829316,,-0.21691852531860994,0.5987656008829316,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8028952912517442,False,Not significant,Peroxiredoxin-6,PRDX6,PRDX6,P30041,PRDX6_HUMAN,SwissProt
sp|Q14008|CKAP5_HUMAN,0.16280563115704746,13.747006418382108,,0.599275328775136,,0.16280563115704746,0.599275328775136,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8028952912517442,False,Not significant,Cytoskeleton-associated protein 5,CKAP5,CKAP5,Q14008,CKAP5_HUMAN,SwissProt
sp|P62495|ERF1_HUMAN,-0.1657757919946172,13.915614072513922,,0.5993542919782757,,-0.1657757919946172,0.5993542919782757,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8028952912517442,False,Not significant,Eukaryotic peptide chain release factor subunit 1,ETF1,ETF1,P62495,ERF1_HUMAN,SwissProt
sp|O95633|FSTL3_HUMAN,-0.14722303146718504,12.722340729809382,,0.6001717184443845,,-0.14722303146718504,0.6001717184443845,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8035182137716951,False,Not significant,Follistatin-related protein 3,FSTL3,FSTL3,O95633,FSTL3_HUMAN,SwissProt
sp|P07195|LDHB_HUMAN,-0.16343722919582515,17.5309467831447,,0.6012486450528369,,-0.16343722919582515,0.6012486450528369,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8035885061829615,False,Not significant,L-lactate dehydrogenase B chain,LDHB,LDHB,P07195,LDHB_HUMAN,SwissProt
sp|Q15555|MARE2_HUMAN,-0.09871073704427726,16.40422604195535,,0.6012626653665594,,-0.09871073704427726,0.6012626653665594,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8035885061829615,False,Not significant,Microtubule-associated protein RP/EB family member 2,MAPRE2,MAPRE2,Q15555,MARE2_HUMAN,SwissProt
sp|Q8TD55|PKHO2_HUMAN,-0.22689546718082199,14.59768828236725,,0.6012815752404089,,-0.22689546718082199,0.6012815752404089,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8035885061829615,False,Not significant,Pleckstrin homology domain-containing family O member 2,PLEKHO2,PLEKHO2,Q8TD55,PKHO2_HUMAN,SwissProt
sp|P62269|RS18_HUMAN,0.20704575212647996,11.460659838451017,,0.6019185286395321,,0.20704575212647996,0.6019185286395321,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8036837105217131,False,Not significant,Small ribosomal subunit protein uS13,RPS18,RPS18,P62269,RS18_HUMAN,SwissProt
sp|P03973|SLPI_HUMAN,0.24963740982697694,12.443963264138317,,0.6020577971803008,,0.24963740982697694,0.6020577971803008,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8036837105217131,False,Not significant,Antileukoproteinase,SLPI,SLPI,P03973,SLPI_HUMAN,SwissProt
sp|Q9NR31|SAR1A_HUMAN,0.16630282664273932,14.148508815767515,,0.6029808082551283,,0.16630282664273932,0.6029808082551283,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8040681944897957,False,Not significant,Small COPII coat GTPase SAR1A,SAR1A,SAR1A,Q9NR31,SAR1A_HUMAN,SwissProt
sp|P21333|FLNA_HUMAN,0.2036058322540626,23.058030694237026,,0.6037322684215606,,0.2036058322540626,0.6037322684215606,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8040681944897957,False,Not significant,Filamin-A,FLNA,FLNA,P21333,FLNA_HUMAN,SwissProt
sp|P08294|SODE_HUMAN,-0.06586051826094909,19.155544756332368,,0.6038542154588145,,-0.06586051826094909,0.6038542154588145,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8040681944897957,False,Not significant,Extracellular superoxide dismutase [Cu-Zn],SOD3,SOD3,P08294,SODE_HUMAN,SwissProt
sp|P50552|VASP_HUMAN,0.23130398490761267,17.32747319756655,,0.6040814821530271,,0.23130398490761267,0.6040814821530271,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8040681944897957,False,Not significant,Vasodilator-stimulated phosphoprotein,VASP,VASP,P50552,VASP_HUMAN,SwissProt
sp|Q13449|LSAMP_HUMAN,0.21724930479876378,12.763295043604426,,0.6041103759349825,,0.21724930479876378,0.6041103759349825,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8040681944897957,False,Not significant,Limbic system-associated membrane protein,LSAMP,LSAMP,Q13449,LSAMP_HUMAN,SwissProt
sp|P21741|MK_HUMAN,1.0378994510282709,8.950657878044122,,0.6044617918225921,,1.0378994510282709,0.6044617918225921,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8040681944897957,False,Not significant,Midkine,MDK,MDK,P21741,MK_HUMAN,SwissProt
sp|O75558|STX11_HUMAN,-0.21579762836587393,15.46515639659331,,0.6058571058526876,,-0.21579762836587393,0.6058571058526876,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8051595160773813,False,Not significant,Syntaxin-11,STX11,STX11,O75558,STX11_HUMAN,SwissProt
sp|O14798|TR10C_HUMAN,-0.17908248231049242,11.714218569220733,,0.6059884778898186,,-0.17908248231049242,0.6059884778898186,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8051595160773813,False,Not significant,Tumor necrosis factor receptor superfamily member 10C,TNFRSF10C,TNFRSF10C,O14798,TR10C_HUMAN,SwissProt
sp|Q99538|LGMN_HUMAN,2.022288059379317,7.146904598171147,,0.6065969653373324,,2.022288059379317,0.6065969653373324,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8054985911293641,False,Not significant,Legumain,LGMN,LGMN,Q99538,LGMN_HUMAN,SwissProt
sp|P19652|A1AG2_HUMAN,0.09024193564632271,19.137026409734442,,0.6079594331529177,,0.09024193564632271,0.6079594331529177,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8068378973158628,False,Not significant,Alpha-1-acid glycoprotein 2,ORM2,ORM2,P19652,A1AG2_HUMAN,SwissProt
sp|P30044|PRDX5_HUMAN,0.2233415907057549,14.183001295644184,,0.608861399303303,,0.2233415907057549,0.608861399303303,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8075648577146777,False,Not significant,"Peroxiredoxin-5, mitochondrial",PRDX5,PRDX5,P30044,PRDX5_HUMAN,SwissProt
sp|Q8NBI5|S43A3_HUMAN,-0.4635682329545747,10.536176703761397,,0.6095648650932461,,-0.4635682329545747,0.6095648650932461,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8080278444259309,False,Not significant,Equilibrative nucleobase transporter 1,SLC43A3,SLC43A3,Q8NBI5,S43A3_HUMAN,SwissProt
sp|Q06124|PTN11_HUMAN,-0.15901573409968045,12.978033676687293,,0.6113994932320321,,-0.15901573409968045,0.6113994932320321,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8081803442438951,False,Not significant,Tyrosine-protein phosphatase non-receptor type 11,PTPN11,PTPN11,Q06124,PTN11_HUMAN,SwissProt
sp|Q8WWA0|ITLN1_HUMAN,0.2842087748343094,18.144722365399755,,0.6116208835039418,,0.2842087748343094,0.6116208835039418,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8081803442438951,False,Not significant,Intelectin-1,ITLN1,ITLN1,Q8WWA0,ITLN1_HUMAN,SwissProt
sp|P43304|GPDM_HUMAN,-0.11165413557633956,13.772892841586557,,0.6117892140088219,,-0.11165413557633956,0.6117892140088219,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8081803442438951,False,Not significant,"Glycerol-3-phosphate dehydrogenase, mitochondrial",GPD2,GPD2,P43304,GPDM_HUMAN,SwissProt
sp|P08582|TRFM_HUMAN,0.3575429545898759,10.574222436719676,,0.6118183186542709,,0.3575429545898759,0.6118183186542709,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8081803442438951,False,Not significant,Melanotransferrin,MELTF,MELTF,P08582,TRFM_HUMAN,SwissProt
sp|P55160|NCKPL_HUMAN,0.11601154828683138,14.394191469004133,,0.6119570518798714,,0.11601154828683138,0.6119570518798714,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8081803442438951,False,Not significant,Nck-associated protein 1-like,NCKAP1L,NCKAP1L,P55160,NCKPL_HUMAN,SwissProt
sp|Q96JJ7|TMX3_HUMAN,-0.2769208412781901,10.225353381950155,,0.6121442018996539,,-0.2769208412781901,0.6121442018996539,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8081803442438951,False,Not significant,Protein disulfide-isomerase TMX3,TMX3,TMX3,Q96JJ7,TMX3_HUMAN,SwissProt
sp|P98171|RHG04_HUMAN,0.4459952867096547,9.876459321644354,,0.612161164258424,,0.4459952867096547,0.612161164258424,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8081803442438951,False,Not significant,Rho GTPase-activating protein 4,ARHGAP4,ARHGAP4,P98171,RHG04_HUMAN,SwissProt
sp|Q9BZQ8|NIBA1_HUMAN,0.13256582648208579,15.758508214048938,,0.6126859387654039,,0.13256582648208579,0.6126859387654039,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8084050580932413,False,Not significant,Protein Niban 1,NIBAN1,NIBAN1,Q9BZQ8,NIBA1_HUMAN,SwissProt
sp|Q9Y262|EIF3L_HUMAN,0.3759529174716387,10.412140882148417,,0.6139274457383908,,0.3759529174716387,0.6139274457383908,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8093055027911314,False,Not significant,Eukaryotic translation initiation factor 3 subunit L,EIF3L,EIF3L,Q9Y262,EIF3L_HUMAN,SwissProt
sp|Q9Y2A7|NCKP1_HUMAN,-0.09298181022816049,15.750436505597085,,0.6145036731599974,,-0.09298181022816049,0.6145036731599974,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8093055027911314,False,Not significant,Nck-associated protein 1,NCKAP1,NCKAP1,Q9Y2A7,NCKP1_HUMAN,SwissProt
sp|Q93008|USP9X_HUMAN,-0.45055105630896997,11.451546124855426,,0.6147643464500856,,-0.45055105630896997,0.6147643464500856,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8093055027911314,False,Not significant,Ubiquitin carboxyl-terminal hydrolase 9X,USP9X,USP9X,Q93008,USP9X_HUMAN,SwissProt
sp|Q86UX7|URP2_HUMAN,0.1815028485439448,20.718731523595576,,0.6147882152781753,,0.1815028485439448,0.6147882152781753,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8093055027911314,False,Not significant,Fermitin family homolog 3,FERMT3,FERMT3,Q86UX7,URP2_HUMAN,SwissProt
sp|Q9NRN5|OLFL3_HUMAN,0.16321241063891914,13.840785193825203,,0.6158224388495392,,0.16321241063891914,0.6158224388495392,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8101991694038947,False,Not significant,Olfactomedin-like protein 3,OLFML3,OLFML3,Q9NRN5,OLFL3_HUMAN,SwissProt
sp|O15372|EIF3H_HUMAN,1.723553613143694,5.755438624853964,,0.6165526236072969,,1.723553613143694,0.6165526236072969,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8104405755458159,False,Not significant,Eukaryotic translation initiation factor 3 subunit H,EIF3H,EIF3H,O15372,EIF3H_HUMAN,SwissProt
sp|P17931|LEG3_HUMAN,0.16622593542940503,15.325903485680602,,0.6167168414789432,,0.16622593542940503,0.6167168414789432,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8104405755458159,False,Not significant,Galectin-3,LGALS3,LGALS3,P17931,LEG3_HUMAN,SwissProt
sp|Q6ICL3|TNG2_HUMAN,-0.361109079713269,10.479966189056828,,0.617171128575438,,-0.361109079713269,0.617171128575438,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8105703762396305,False,Not significant,Transport and Golgi organization protein 2 homolog,TANGO2,TANGO2,Q6ICL3,TNG2_HUMAN,SwissProt
sp|Q9Y3B3|TMED7_HUMAN,1.4719825684630539,7.8051755951115345,,0.6187830625231858,,1.4719825684630539,0.6187830625231858,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8122195639337154,False,Not significant,Transmembrane emp24 domain-containing protein 7,TMED7,TMED7,Q9Y3B3,TMED7_HUMAN,SwissProt
sp|P26447|S10A4_HUMAN,-0.13802306579633464,16.61913467795155,,0.6205882892530974,,-0.13802306579633464,0.6205882892530974,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8141204254873774,False,Not significant,Protein S100-A4,S100A4,S100A4,P26447,S10A4_HUMAN,SwissProt
sp|Q13421|MSLN_HUMAN,0.27773924908188824,12.07271056570529,,0.6210263568279637,,0.27773924908188824,0.6210263568279637,,,,,,,29,Mixed-effects model (Wald F-test on time),0.814178262364396,False,Not significant,Mesothelin,MSLN,MSLN,Q13421,MSLN_HUMAN,SwissProt
sp|Q12860|CNTN1_HUMAN,0.5400829100515558,9.47427775502737,,0.6213465686465128,,0.5400829100515558,0.6213465686465128,,,,,,,29,Mixed-effects model (Wald F-test on time),0.814178262364396,False,Not significant,Contactin-1,CNTN1,CNTN1,Q12860,CNTN1_HUMAN,SwissProt
sp|P55884|EIF3B_HUMAN,-0.14534017375970995,13.91486336276055,,0.6221057847525309,,-0.14534017375970995,0.6221057847525309,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8145579072341099,False,Not significant,Eukaryotic translation initiation factor 3 subunit B,EIF3B,EIF3B,P55884,EIF3B_HUMAN,SwissProt
sp|P21926|CD9_HUMAN,-0.18362294198335802,14.539057096331113,,0.6223508221060612,,-0.18362294198335802,0.6223508221060612,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8145579072341099,False,Not significant,CD9 antigen,CD9,CD9,P21926,CD9_HUMAN,SwissProt
sp|A0A0B4J1V6|HV373_HUMAN,0.15198646488393,17.769763896837237,,0.6232188067483375,,0.15198646488393,0.6232188067483375,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8152259778463623,False,Not significant,Immunoglobulin heavy variable 3-73,IGHV3-73,IGHV3-73,A0A0B4J1V6,HV373_HUMAN,SwissProt
sp|P19086|GNAZ_HUMAN,0.12581734514518458,16.091757797356646,,0.6262564368794821,,0.12581734514518458,0.6262564368794821,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8185306364856577,False,Not significant,Guanine nucleotide-binding protein G(z) subunit alpha,GNAZ,GNAZ,P19086,GNAZ_HUMAN,SwissProt
sp|P35241|RADI_HUMAN,-0.08948566539668688,18.16196525208828,,0.6267741035668712,,-0.08948566539668688,0.6267741035668712,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8185306364856577,False,Not significant,Radixin,RDX,RDX,P35241,RADI_HUMAN,SwissProt
