Protein,logFC,AveExpr,t,P.Value,B,group_effect,group_pvalue,time_effect,time_pvalue,interaction_effect,interaction_pvalue,aic,bic,n_obs,test_method,adj.P.Val,Significant,Significance,Description,Gene,Protein Gene,UniProt_Accession,UniProt_Entry_Name,UniProt_Database
sp|Q8NES3|LFNG_HUMAN,-0.775729791445248,9.59920187459525,,0.6117896377923524,,-0.775729791445248,0.6117896377923524,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7799039811330988,False,Not significant,"Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe",LFNG,LFNG,Q8NES3,LFNG_HUMAN,SwissProt
sp|O43399|TPD54_HUMAN,-0.8453401346864866,10.118565270106233,,0.6119534811025206,,-0.8453401346864866,0.6119534811025206,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7799039811330988,False,Not significant,Tumor protein D54,TPD52L2,TPD52L2,O43399,TPD54_HUMAN,SwissProt
sp|Q8WZ42|TITIN_HUMAN,1.2373820133549425,10.335885587931644,,0.6120802944213872,,1.2373820133549425,0.6120802944213872,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7799039811330988,False,Not significant,Titin,TTN,TTN,Q8WZ42,TITIN_HUMAN,SwissProt
sp|Q15166|PON3_HUMAN,0.34324955123220097,15.083088666249068,,0.6124786173568537,,0.34324955123220097,0.6124786173568537,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7799039811330988,False,Not significant,Serum paraoxonase/lactonase 3,PON3,PON3,Q15166,PON3_HUMAN,SwissProt
sp|P31944|CASPE_HUMAN,-1.321557424259519,9.331898153352668,,0.6126351009690263,,-1.321557424259519,0.6126351009690263,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7799039811330988,False,Not significant,Caspase-14,CASP14,CASP14,P31944,CASPE_HUMAN,SwissProt
sp|P30084|ECHM_HUMAN,-1.0519063336181345,9.019131415882363,,0.6135841468754085,,-1.0519063336181345,0.6135841468754085,,,,,,,50,Mixed-effects model (Wald F-test on time),0.780676258301301,False,Not significant,"Enoyl-CoA hydratase, mitochondrial",ECHS1,ECHS1,P30084,ECHM_HUMAN,SwissProt
sp|P48637|GSHB_HUMAN,-0.42353983967834685,10.939214296502783,,0.6155662795995703,,-0.42353983967834685,0.6155662795995703,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7819674869265493,False,Not significant,Glutathione synthetase,GSS,GSS,P48637,GSHB_HUMAN,SwissProt
sp|Q14624|ITIH4_HUMAN,0.17116602652722185,22.80090743352072,,0.6157298587904754,,0.17116602652722185,0.6157298587904754,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7819674869265493,False,Not significant,Inter-alpha-trypsin inhibitor heavy chain H4,ITIH4,ITIH4,Q14624,ITIH4_HUMAN,SwissProt
sp|P78536|ADA17_HUMAN,0.2953825411002683,11.07693640164601,,0.6159424435054206,,0.2953825411002683,0.6159424435054206,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7819674869265493,False,Not significant,Disintegrin and metalloproteinase domain-containing protein 17,ADAM17,ADAM17,P78536,ADA17_HUMAN,SwissProt
sp|Q06828|FMOD_HUMAN,0.12697517224381435,16.484467108305147,,0.6161416082920168,,0.12697517224381435,0.6161416082920168,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7819674869265493,False,Not significant,Fibromodulin,FMOD,FMOD,Q06828,FMOD_HUMAN,SwissProt
sp|P04264|K2C1_HUMAN,0.9110634776879541,20.312736473167046,,0.6163138482486882,,0.9110634776879541,0.6163138482486882,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7819674869265493,False,Not significant,"Keratin, type II cytoskeletal 1",KRT1,KRT1,P04264,K2C1_HUMAN,SwissProt
sp|Q13636|RAB31_HUMAN,0.19848110205592046,12.229524307713111,,0.617372426521803,,0.19848110205592046,0.617372426521803,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7825500783448659,False,Not significant,Ras-related protein Rab-31,RAB31,RAB31,Q13636,RAB31_HUMAN,SwissProt
sp|O00442|RTCA_HUMAN,1.4902773507700362,8.266665102809775,,0.6176065618012581,,1.4902773507700362,0.6176065618012581,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7825500783448659,False,Not significant,RNA 3'-terminal phosphate cyclase,RTCA,RTCA,O00442,RTCA_HUMAN,SwissProt
sp|Q7Z7G0|TARSH_HUMAN,-0.20257596048361104,19.875082479588833,,0.6178026934301573,,-0.20257596048361104,0.6178026934301573,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7825500783448659,False,Not significant,Target of Nesh-SH3,ABI3BP,ABI3BP,Q7Z7G0,TARSH_HUMAN,SwissProt
sp|Q08554|DSC1_HUMAN,-0.5884801973773962,14.532581891935001,,0.6185064819205844,,-0.5884801973773962,0.6185064819205844,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7826550023133564,False,Not significant,Desmocollin-1,DSC1,DSC1,Q08554,DSC1_HUMAN,SwissProt
sp|Q96A26|F162A_HUMAN,1.5838491779206014,9.590171000023117,,0.6189184913682997,,1.5838491779206014,0.6189184913682997,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7826550023133564,False,Not significant,Protein FAM162A,FAM162A,FAM162A,Q96A26,F162A_HUMAN,SwissProt
sp|Q9BVJ7|DUS23_HUMAN,-0.6001792928750314,10.075057082792393,,0.618928768504428,,-0.6001792928750314,0.618928768504428,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7826550023133564,False,Not significant,Dual specificity protein phosphatase 23,DUSP23,DUSP23,Q9BVJ7,DUS23_HUMAN,SwissProt
sp|Q99798|ACON_HUMAN,0.25857246344977514,13.021992321838322,,0.6192677764289707,,0.25857246344977514,0.6192677764289707,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7826550023133564,False,Not significant,"Aconitate hydratase, mitochondrial",ACO2,ACO2,Q99798,ACON_HUMAN,SwissProt
sp|P68104|EF1A1_HUMAN / sp|Q5VTE0|EF1A3_HUMAN,-0.16981685074315467,15.348869941760421,,0.6196018768314071,,-0.16981685074315467,0.6196018768314071,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7826550023133564,False,Not significant,Elongation factor 1-alpha 1,EEF1A1 / EEF1A1P5,EEF1A1 / EEF1A1P5,P68104,,
sp|Q04446|GLGB_HUMAN,0.203146123815695,13.11106676505043,,0.6211649240402386,,0.203146123815695,0.6211649240402386,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7841949207152513,False,Not significant,"1,4-alpha-glucan-branching enzyme",GBE1,GBE1,Q04446,GLGB_HUMAN,SwissProt
sp|P48741|HSP77_HUMAN,-0.11036783689890652,17.78296133632567,,0.6237762692314093,,-0.11036783689890652,0.6237762692314093,,,,,,,50,Mixed-effects model (Wald F-test on time),0.786937674964708,False,Not significant,Putative heat shock 70 kDa protein 7,HSPA7,HSPA7,P48741,HSP77_HUMAN,SwissProt
sp|O75874|IDHC_HUMAN,-0.30321714513494985,12.590342257419712,,0.6244225369017816,,-0.30321714513494985,0.6244225369017816,,,,,,,50,Mixed-effects model (Wald F-test on time),0.786937674964708,False,Not significant,Isocitrate dehydrogenase [NADP] cytoplasmic,IDH1,IDH1,O75874,IDHC_HUMAN,SwissProt
sp|Q96JF0|SIAT2_HUMAN,0.2612601919036365,11.488169829590586,,0.6245088572392208,,0.2612601919036365,0.6245088572392208,,,,,,,50,Mixed-effects model (Wald F-test on time),0.786937674964708,False,Not significant,"Beta-galactoside alpha-2,6-sialyltransferase 2",ST6GAL2,ST6GAL2,Q96JF0,SIAT2_HUMAN,SwissProt
sp|P46459|NSF_HUMAN,-1.4364457563880844,10.058581109388367,,0.6247180665290006,,-1.4364457563880844,0.6247180665290006,,,,,,,50,Mixed-effects model (Wald F-test on time),0.786937674964708,False,Not significant,Vesicle-fusing ATPase,NSF,NSF,P46459,NSF_HUMAN,SwissProt
sp|P23284|PPIB_HUMAN,0.0521293367768912,17.777062066449204,,0.6259201880638285,,0.0521293367768912,0.6259201880638285,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7879720846445587,False,Not significant,Peptidyl-prolyl cis-trans isomerase B,PPIB,PPIB,P23284,PPIB_HUMAN,SwissProt
sp|Q8N9U0|TAC2N_HUMAN,0.5879309622328939,10.423975194020857,,0.6263284549711269,,0.5879309622328939,0.6263284549711269,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7879720846445587,False,Not significant,Tandem C2 domains nuclear protein,TC2N,TC2N,Q8N9U0,TAC2N_HUMAN,SwissProt
sp|P10451|OSTP_HUMAN,-0.09751940215600695,15.411987114913627,,0.6265760480090284,,-0.09751940215600695,0.6265760480090284,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7879720846445587,False,Not significant,Osteopontin,SPP1,SPP1,P10451,OSTP_HUMAN,SwissProt
sp|Q9BY43|CHM4A_HUMAN,1.8502075566830878,7.666137160253174,,0.6285210432889323,,1.8502075566830878,0.6285210432889323,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7893955880124008,False,Not significant,Charged multivesicular body protein 4a,CHMP4A,CHMP4A,Q9BY43,CHM4A_HUMAN,SwissProt
sp|Q9NPC4|A4GAT_HUMAN,0.23587028122128012,11.274364354199374,,0.6286955877102018,,0.23587028122128012,0.6286955877102018,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7893955880124008,False,Not significant,Lactosylceramide 4-alpha-galactosyltransferase,A4GALT,A4GALT,Q9NPC4,A4GAT_HUMAN,SwissProt
sp|P48444|COPD_HUMAN,-0.21538093055293053,14.665220170814514,,0.628905716741852,,-0.21538093055293053,0.628905716741852,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7893955880124008,False,Not significant,Coatomer subunit delta,ARCN1,ARCN1,P48444,COPD_HUMAN,SwissProt
sp|P41222|PTGDS_HUMAN,-0.09373048595959615,17.68204467487516,,0.6294217021737639,,-0.09373048595959615,0.6294217021737639,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7893955880124008,False,Not significant,Prostaglandin-H2 D-isomerase,PTGDS,PTGDS,P41222,PTGDS_HUMAN,SwissProt
sp|P28906|CD34_HUMAN,0.16710686812158854,13.946251926386305,,0.6294391135993618,,0.16710686812158854,0.6294391135993618,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7893955880124008,False,Not significant,Hematopoietic progenitor cell antigen CD34,CD34,CD34,P28906,CD34_HUMAN,SwissProt
sp|P53634|CATC_HUMAN,-0.18499964480616665,16.039695131340533,,0.6300730616754661,,-0.18499964480616665,0.6300730616754661,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7895797991726933,False,Not significant,Dipeptidyl peptidase 1,CTSC,CTSC,P53634,CATC_HUMAN,SwissProt
sp|Q9H2S6|TNMD_HUMAN,0.2510331219774443,11.224208095283853,,0.6302786116203078,,0.2510331219774443,0.6302786116203078,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7895797991726933,False,Not significant,Tenomodulin,TNMD,TNMD,Q9H2S6,TNMD_HUMAN,SwissProt
sp|P07108|ACBP_HUMAN,-1.1912192006336937,8.863748763901606,,0.631058333500611,,-1.1912192006336937,0.631058333500611,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7900744868789757,False,Not significant,Acyl-CoA-binding protein,DBI,DBI,P07108,ACBP_HUMAN,SwissProt
sp|P42574|CASP3_HUMAN,-0.3765335863934055,11.925472961329485,,0.6316251525887858,,-0.3765335863934055,0.6316251525887858,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7900744868789757,False,Not significant,Caspase-3,CASP3,CASP3,P42574,CASP3_HUMAN,SwissProt
sp|P16401|H15_HUMAN,-0.45048091318446115,11.320490351364882,,0.6318245030720075,,-0.45048091318446115,0.6318245030720075,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7900744868789757,False,Not significant,Histone H1.5,H1-5,H1-5,P16401,H15_HUMAN,SwissProt
sp|Q92563|TICN2_HUMAN,-0.24084558989932142,13.040583379142173,,0.6320595895031806,,-0.24084558989932142,0.6320595895031806,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7900744868789757,False,Not significant,Testican-2,SPOCK2,SPOCK2,Q92563,TICN2_HUMAN,SwissProt
sp|O95498|VNN2_HUMAN,0.3585845432365693,13.325895837370176,,0.6329446166629386,,0.3585845432365693,0.6329446166629386,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7906712104708737,False,Not significant,Pantetheine hydrolase VNN2,VNN2,VNN2,O95498,VNN2_HUMAN,SwissProt
sp|P06312|KV401_HUMAN,0.14064480926696693,22.005664351146773,,0.6332305396139541,,0.14064480926696693,0.6332305396139541,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7906712104708737,False,Not significant,Immunoglobulin kappa variable 4-1,IGKV4-1,IGKV4-1,P06312,KV401_HUMAN,SwissProt
sp|Q8WXE9|STON2_HUMAN,1.5692819776518083,9.549285391290987,,0.6338964258004979,,1.5692819776518083,0.6338964258004979,,,,,,,50,Mixed-effects model (Wald F-test on time),0.791069431212444,False,Not significant,Stonin-2,STON2,STON2,Q8WXE9,STON2_HUMAN,SwissProt
sp|P19256|LFA3_HUMAN,-0.37024541279074114,11.545799354326862,,0.6345581140118737,,-0.37024541279074114,0.6345581140118737,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7914619802773917,False,Not significant,Lymphocyte function-associated antigen 3,CD58,CD58,P19256,LFA3_HUMAN,SwissProt
sp|P08648|ITA5_HUMAN,0.27442963897187794,14.848806158616975,,0.6356067204035654,,0.27442963897187794,0.6356067204035654,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7923364256534331,False,Not significant,Integrin alpha-5,ITGA5,ITGA5,P08648,ITA5_HUMAN,SwissProt
sp|P30041|PRDX6_HUMAN,0.1451242750435582,16.727711411464494,,0.6378735580473169,,0.1451242750435582,0.6378735580473169,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7947277116655096,False,Not significant,Peroxiredoxin-6,PRDX6,PRDX6,P30041,PRDX6_HUMAN,SwissProt
sp|P05023|AT1A1_HUMAN,-0.19314580647705595,14.927118404283485,,0.638397212555047,,-0.19314580647705595,0.638397212555047,,,,,,,50,Mixed-effects model (Wald F-test on time),0.794748235945336,False,Not significant,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,ATP1A1,P05023,AT1A1_HUMAN,SwissProt
sp|O75531|BAF_HUMAN,-0.3933056245735288,11.901522180800091,,0.6385871790578314,,-0.3933056245735288,0.6385871790578314,,,,,,,50,Mixed-effects model (Wald F-test on time),0.794748235945336,False,Not significant,Barrier-to-autointegration factor,BANF1,BANF1,O75531,BAF_HUMAN,SwissProt
sp|P11678|PERE_HUMAN,-0.23199305599307352,17.51170036640798,,0.6393651349461937,,-0.23199305599307352,0.6393651349461937,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7948695948254634,False,Not significant,Eosinophil peroxidase,EPX,EPX,P11678,PERE_HUMAN,SwissProt
sp|Q99747|SNAG_HUMAN,-0.3845222510295555,12.580533493633814,,0.6393819460131139,,-0.3845222510295555,0.6393819460131139,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7948695948254634,False,Not significant,Gamma-soluble NSF attachment protein,NAPG,NAPG,Q99747,SNAG_HUMAN,SwissProt
sp|Q96G03|PGM2_HUMAN,-0.32649002632109486,13.10830194078108,,0.6398541788060039,,-0.32649002632109486,0.6398541788060039,,,,,,,50,Mixed-effects model (Wald F-test on time),0.795023175846152,False,Not significant,Phosphopentomutase,PGM2,PGM2,Q96G03,PGM2_HUMAN,SwissProt
sp|Q9HBB8|CDHR5_HUMAN,0.1971364527624453,13.292322025344424,,0.6408174902042355,,0.1971364527624453,0.6408174902042355,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7954173185627069,False,Not significant,Cadherin-related family member 5,CDHR5,CDHR5,Q9HBB8,CDHR5_HUMAN,SwissProt
sp|Q9UBP4|DKK3_HUMAN,0.13490717547103048,19.733360843580545,,0.641200414913168,,0.13490717547103048,0.641200414913168,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7954173185627069,False,Not significant,Dickkopf-related protein 3,DKK3,DKK3,Q9UBP4,DKK3_HUMAN,SwissProt
sp|A0A0C4DH33|HV124_HUMAN,0.19615783622621302,18.31569318600244,,0.6412179962799365,,0.19615783622621302,0.6412179962799365,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7954173185627069,False,Not significant,Immunoglobulin heavy variable 1-24,IGHV1-24,IGHV1-24,A0A0C4DH33,HV124_HUMAN,SwissProt
sp|Q8WWA1|TMM40_HUMAN,0.577336498280977,10.59031721453336,,0.642017476326934,,0.577336498280977,0.642017476326934,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7956935026565435,False,Not significant,Transmembrane protein 40,TMEM40,TMEM40,Q8WWA1,TMM40_HUMAN,SwissProt
sp|P21802|FGFR2_HUMAN,0.376459236954011,10.473631282982128,,0.6421386161789648,,0.376459236954011,0.6421386161789648,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7956935026565435,False,Not significant,Fibroblast growth factor receptor 2,FGFR2,FGFR2,P21802,FGFR2_HUMAN,SwissProt
sp|Q9NVA2|SEP11_HUMAN,0.19649035301209775,14.416589226142573,,0.644792813029815,,0.19649035301209775,0.644792813029815,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7985484050559359,False,Not significant,Septin-11,SEPTIN11,SEPTIN11,Q9NVA2,SEP11_HUMAN,SwissProt
sp|Q96RD9|FCRL5_HUMAN,-0.527927924187363,9.845414816761291,,0.6459413010508575,,-0.527927924187363,0.6459413010508575,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7993868778452302,False,Not significant,Fc receptor-like protein 5,FCRL5,FCRL5,Q96RD9,FCRL5_HUMAN,SwissProt
sp|P13796|PLSL_HUMAN,0.17010644767574357,16.273938225599963,,0.6461710595915611,,0.17010644767574357,0.6461710595915611,,,,,,,50,Mixed-effects model (Wald F-test on time),0.7993868778452302,False,Not significant,Plastin-2,LCP1,LCP1,P13796,PLSL_HUMAN,SwissProt
sp|P55268|LAMB2_HUMAN,0.1640720186120822,16.95933676153753,,0.6466191590434569,,0.1640720186120822,0.6466191590434569,,,,,,,50,Mixed-effects model (Wald F-test on time),0.799507420075424,False,Not significant,Laminin subunit beta-2,LAMB2,LAMB2,P55268,LAMB2_HUMAN,SwissProt
sp|Q9UBS9|SUCO_HUMAN,-0.07709388488464558,14.908067082811636,,0.6498491044953416,,-0.07709388488464558,0.6498491044953416,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,SUN domain-containing ossification factor,SUCO,SUCO,Q9UBS9,SUCO_HUMAN,SwissProt
sp|O76003|GLRX3_HUMAN,1.0790884842449828,8.863014136074991,,0.6510229592739811,,1.0790884842449828,0.6510229592739811,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,Glutaredoxin-3,GLRX3,GLRX3,O76003,GLRX3_HUMAN,SwissProt
sp|P42768|WASP_HUMAN,0.18591986157140353,13.592824748913303,,0.6514232512522604,,0.18591986157140353,0.6514232512522604,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,Actin nucleation-promoting factor WAS,WAS,WAS,P42768,WASP_HUMAN,SwissProt
sp|P41091|IF2G_HUMAN,-0.16774208618737418,13.27936514388958,,0.6514931108690997,,-0.16774208618737418,0.6514931108690997,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,Eukaryotic translation initiation factor 2 subunit 3,EIF2S3,EIF2S3,P41091,IF2G_HUMAN,SwissProt
sp|P62837|UB2D2_HUMAN / sp|P61077|UB2D3_HUMAN,-0.5572656640581075,10.476563823646302,,0.6526157318430295,,-0.5572656640581075,0.6526157318430295,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,Ubiquitin-conjugating enzyme E2 D2,UBE2D2 / UBE2D3,UBE2D2 / UBE2D3,P62837,,
sp|Q06187|BTK_HUMAN,-0.25680722710352166,14.488448276990699,,0.6530340324038433,,-0.25680722710352166,0.6530340324038433,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,Tyrosine-protein kinase BTK,BTK,BTK,Q06187,BTK_HUMAN,SwissProt
sp|P20073|ANXA7_HUMAN,-0.2891260755706215,17.50653100119916,,0.6531360546035432,,-0.2891260755706215,0.6531360546035432,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,Annexin A7,ANXA7,ANXA7,P20073,ANXA7_HUMAN,SwissProt
sp|Q96RT1|ERBIN_HUMAN,-0.3652782804072527,13.31069201552782,,0.6533771523564081,,-0.3652782804072527,0.6533771523564081,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,Erbin,ERBIN,ERBIN,Q96RT1,ERBIN_HUMAN,SwissProt
sp|P05164|PERM_HUMAN,-0.20054156672792503,18.707266974626197,,0.6534337424553156,,-0.20054156672792503,0.6534337424553156,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,Myeloperoxidase,MPO,MPO,P05164,PERM_HUMAN,SwissProt
sp|P24593|IBP5_HUMAN,0.20560076918176265,15.415082163910201,,0.653593298192044,,0.20560076918176265,0.653593298192044,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,Insulin-like growth factor-binding protein 5,IGFBP5,IGFBP5,P24593,IBP5_HUMAN,SwissProt
sp|O14579|COPE_HUMAN,-0.18420973393462103,11.954234615834562,,0.6536633579924548,,-0.18420973393462103,0.6536633579924548,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,Coatomer subunit epsilon,COPE,COPE,O14579,COPE_HUMAN,SwissProt
sp|P38606|VATA_HUMAN,-0.18134131337886858,15.708533200204124,,0.6538820493405662,,-0.18134131337886858,0.6538820493405662,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,V-type proton ATPase catalytic subunit A,ATP6V1A,ATP6V1A,P38606,VATA_HUMAN,SwissProt
sp|P0DMN0|ST1A4_HUMAN / sp|P0DMM9|ST1A3_HUMAN,-0.22377444482862635,13.37880992418541,,0.653951817366357,,-0.22377444482862635,0.653951817366357,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,Sulfotransferase 1A4,SULT1A4 / SULT1A3,SULT1A4 / SULT1A3,P0DMN0,,
sp|Q15149|PLEC_HUMAN,0.26849492101929623,12.731556679516725,,0.6540800802074511,,0.26849492101929623,0.6540800802074511,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,Plectin,PLEC,PLEC,Q15149,PLEC_HUMAN,SwissProt
sp|Q92673|SORL_HUMAN,-0.12686614373287594,13.694811829726497,,0.6545593720617018,,-0.12686614373287594,0.6545593720617018,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,Sortilin-related receptor,SORL1,SORL1,Q92673,SORL_HUMAN,SwissProt
sp|A6NC98|CC88B_HUMAN,-0.3622932189648576,12.205676313726999,,0.654570943455977,,-0.3622932189648576,0.654570943455977,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,Coiled-coil domain-containing protein 88B,CCDC88B,CCDC88B,A6NC98,CC88B_HUMAN,SwissProt
sp|Q99613|EIF3C_HUMAN / sp|B5ME19|EIFCL_HUMAN,-0.19474887236974892,13.192436160883291,,0.6552021165299718,,-0.19474887236974892,0.6552021165299718,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,Eukaryotic translation initiation factor 3 subunit C,EIF3C / EIF3CL,EIF3C / EIF3CL,Q99613,,
sp|Q9Y287|ITM2B_HUMAN,-1.5427257031794546,8.857390543642435,,0.6552750923420587,,-1.5427257031794546,0.6552750923420587,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,Integral membrane protein 2B,ITM2B,ITM2B,Q9Y287,ITM2B_HUMAN,SwissProt
sp|Q14162|SREC_HUMAN,-1.3801802426730463,6.991967234542557,,0.6553397625749346,,-1.3801802426730463,0.6553397625749346,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8020261184491954,False,Not significant,Scavenger receptor class F member 1,SCARF1,SCARF1,Q14162,SREC_HUMAN,SwissProt
sp|O60936|NOL3_HUMAN,-0.19999460068381833,12.48781341943386,,0.6561846102397961,,-0.19999460068381833,0.6561846102397961,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8026292442847291,False,Not significant,Nucleolar protein 3,NOL3,NOL3,O60936,NOL3_HUMAN,SwissProt
sp|Q05209|PTN12_HUMAN,0.32772646696198104,13.023362136577182,,0.656835498574545,,0.32772646696198104,0.656835498574545,,,,,,,50,Mixed-effects model (Wald F-test on time),0.802994604155476,False,Not significant,Tyrosine-protein phosphatase non-receptor type 12,PTPN12,PTPN12,Q05209,PTN12_HUMAN,SwissProt
sp|Q9UKV3|ACINU_HUMAN,-0.4481562117399536,10.27858099112297,,0.6571959337590036,,-0.4481562117399536,0.6571959337590036,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8030046779048919,False,Not significant,Apoptotic chromatin condensation inducer in the nucleus,ACIN1,ACIN1,Q9UKV3,ACINU_HUMAN,SwissProt
sp|Q14764|MVP_HUMAN,-0.20442525785437485,15.519327611888984,,0.6594801010324556,,-0.20442525785437485,0.6594801010324556,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8053640226855912,False,Not significant,Major vault protein,MVP,MVP,Q14764,MVP_HUMAN,SwissProt
sp|Q9BPX5|ARP5L_HUMAN,-0.3938712088439,10.694699439628778,,0.6607103683706621,,-0.3938712088439,0.6607103683706621,,,,,,,50,Mixed-effects model (Wald F-test on time),0.806434496726504,False,Not significant,Actin-related protein 2/3 complex subunit 5-like protein,ARPC5L,ARPC5L,Q9BPX5,ARP5L_HUMAN,SwissProt
sp|P07355|ANXA2_HUMAN,-0.36537817244573473,14.297311786770768,,0.6616749288226673,,-0.36537817244573473,0.6616749288226673,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8071796884514079,False,Not significant,Annexin A2,ANXA2,ANXA2,P07355,ANXA2_HUMAN,SwissProt
sp|Q9H3U1|UN45A_HUMAN,-0.20934418456944998,11.40077825373119,,0.6623095924531934,,-0.20934418456944998,0.6623095924531934,,,,,,,50,Mixed-effects model (Wald F-test on time),0.807248907605993,False,Not significant,Protein unc-45 homolog A,UNC45A,UNC45A,Q9H3U1,UN45A_HUMAN,SwissProt
sp|P50995|ANX11_HUMAN,-0.2463388709629184,16.91404484927586,,0.6624397833907074,,-0.2463388709629184,0.6624397833907074,,,,,,,50,Mixed-effects model (Wald F-test on time),0.807248907605993,False,Not significant,Annexin A11,ANXA11,ANXA11,P50995,ANX11_HUMAN,SwissProt
sp|Q9Y316|MEMO1_HUMAN,-0.6534651690354664,10.135622050095705,,0.6631702248510305,,-0.6534651690354664,0.6631702248510305,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8077073251390756,False,Not significant,Protein MEMO1,MEMO1,MEMO1,Q9Y316,MEMO1_HUMAN,SwissProt
sp|Q05707|COEA1_HUMAN,0.217905385958914,17.692912456716194,,0.663826133842037,,0.217905385958914,0.663826133842037,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8077151281074717,False,Not significant,Collagen alpha-1(XIV) chain,COL14A1,COL14A1,Q05707,COEA1_HUMAN,SwissProt
sp|P46776|RL27A_HUMAN,-0.6690522473221363,9.484519811826088,,0.6638851535409658,,-0.6690522473221363,0.6638851535409658,,,,,,,50,Mixed-effects model (Wald F-test on time),0.8077151281074717,False,Not significant,Large ribosomal subunit protein uL15,RPL27A,RPL27A,P46776,RL27A_HUMAN,SwissProt
