Protein,logFC,AveExpr,t,P.Value,B,group_effect,group_pvalue,time_effect,time_pvalue,aic,bic,n_obs,test_method,adj.P.Val,Significant,Significance,Description_x,Gene,Protein Gene_x,UniProt_Accession_x,UniProt_Entry_Name_x,UniProt_Database,Description_y,Protein Gene_y,UniProt_Accession_y,UniProt_Entry_Name_y
sp|P49908|SEPP1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Selenoprotein P,SELENOP,SELENOP,P49908,SEPP1_HUMAN,SwissProt,Selenoprotein P,SELENOP,P49908,SEPP1_HUMAN
sp|P53634|CATC_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Dipeptidyl peptidase 1,CTSC,CTSC,P53634,CATC_HUMAN,SwissProt,Dipeptidyl peptidase 1,CTSC,P53634,CATC_HUMAN
sp|P62826|RAN_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,GTP-binding nuclear protein Ran,RAN,RAN,P62826,RAN_HUMAN,SwissProt,GTP-binding nuclear protein Ran,RAN,P62826,RAN_HUMAN
sp|Q02747|GUC2A_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Guanylin,GUCA2A,GUCA2A,Q02747,GUC2A_HUMAN,SwissProt,Guanylin,GUCA2A,Q02747,GUC2A_HUMAN
sp|Q9NQ36|SCUB2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,"Signal peptide, CUB and EGF-like domain-containing protein 2",SCUBE2,SCUBE2,Q9NQ36,SCUB2_HUMAN,SwissProt,"Signal peptide, CUB and EGF-like domain-containing protein 2",SCUBE2,Q9NQ36,SCUB2_HUMAN
sp|P25774|CATS_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Cathepsin S,CTSS,CTSS,P25774,CATS_HUMAN,SwissProt,Cathepsin S,CTSS,P25774,CATS_HUMAN
sp|Q6ZVX7|FBX50_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,F-box only protein 50,NCCRP1,NCCRP1,Q6ZVX7,FBX50_HUMAN,SwissProt,F-box only protein 50,NCCRP1,Q6ZVX7,FBX50_HUMAN
sp|Q96B86|RGMA_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Repulsive guidance molecule A,RGMA,RGMA,Q96B86,RGMA_HUMAN,SwissProt,Repulsive guidance molecule A,RGMA,Q96B86,RGMA_HUMAN
sp|O14672|ADA10_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Disintegrin and metalloproteinase domain-containing protein 10,ADAM10,ADAM10,O14672,ADA10_HUMAN,SwissProt,Disintegrin and metalloproteinase domain-containing protein 10,ADAM10,O14672,ADA10_HUMAN
sp|P21810|PGS1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Biglycan,BGN,BGN,P21810,PGS1_HUMAN,SwissProt,Biglycan,BGN,P21810,PGS1_HUMAN
sp|P27918|PROP_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Properdin,CFP,CFP,P27918,PROP_HUMAN,SwissProt,Properdin,CFP,P27918,PROP_HUMAN
sp|Q08554|DSC1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Desmocollin-1,DSC1,DSC1,Q08554,DSC1_HUMAN,SwissProt,Desmocollin-1,DSC1,Q08554,DSC1_HUMAN
sp|Q13439|GOGA4_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Golgin subfamily A member 4,GOLGA4,GOLGA4,Q13439,GOGA4_HUMAN,SwissProt,Golgin subfamily A member 4,GOLGA4,Q13439,GOGA4_HUMAN
sp|Q99538|LGMN_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Legumain,LGMN,LGMN,Q99538,LGMN_HUMAN,SwissProt,Legumain,LGMN,Q99538,LGMN_HUMAN
sp|O00339|MATN2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Matrilin-2,MATN2,MATN2,O00339,MATN2_HUMAN,SwissProt,Matrilin-2,MATN2,O00339,MATN2_HUMAN
sp|P08582|TRFM_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Melanotransferrin,MELTF,MELTF,P08582,TRFM_HUMAN,SwissProt,Melanotransferrin,MELTF,P08582,TRFM_HUMAN
sp|P48735|IDHP_HUMAN / sp|O75874|IDHC_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,"Isocitrate dehydrogenase [NADP], mitochondrial",IDH2 / IDH1,IDH2 / IDH1,P48735,,,"Isocitrate dehydrogenase [NADP], mitochondrial",IDH2 / IDH1,P48735,
sp|Q13217|DNJC3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,DnaJ homolog subfamily C member 3,DNAJC3,DNAJC3,Q13217,DNJC3_HUMAN,SwissProt,DnaJ homolog subfamily C member 3,DNAJC3,Q13217,DNJC3_HUMAN
sp|Q96BY9|SARAF_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Store-operated calcium entry-associated regulatory factor,SARAF,SARAF,Q96BY9,SARAF_HUMAN,SwissProt,Store-operated calcium entry-associated regulatory factor,SARAF,Q96BY9,SARAF_HUMAN
sp|O43808|PM34_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Peroxisomal membrane protein PMP34,SLC25A17,SLC25A17,O43808,PM34_HUMAN,SwissProt,Peroxisomal membrane protein PMP34,SLC25A17,O43808,PM34_HUMAN
sp|P28072|PSB6_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Proteasome subunit beta type-6,PSMB6,PSMB6,P28072,PSB6_HUMAN,SwissProt,Proteasome subunit beta type-6,PSMB6,P28072,PSB6_HUMAN
sp|Q96RG2|PASK_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,PAS domain-containing serine/threonine-protein kinase,PASK,PASK,Q96RG2,PASK_HUMAN,SwissProt,PAS domain-containing serine/threonine-protein kinase,PASK,Q96RG2,PASK_HUMAN
sp|P30531|SC6A1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Sodium- and chloride-dependent GABA transporter 1,SLC6A1,SLC6A1,P30531,SC6A1_HUMAN,SwissProt,Sodium- and chloride-dependent GABA transporter 1,SLC6A1,P30531,SC6A1_HUMAN
sp|P48058|GRIA4_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Glutamate receptor 4,GRIA4,GRIA4,P48058,GRIA4_HUMAN,SwissProt,Glutamate receptor 4,GRIA4,P48058,GRIA4_HUMAN
sp|Q13404|UB2V1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Ubiquitin-conjugating enzyme E2 variant 1,UBE2V1,UBE2V1,Q13404,UB2V1_HUMAN,SwissProt,Ubiquitin-conjugating enzyme E2 variant 1,UBE2V1,Q13404,UB2V1_HUMAN
sp|Q641Q3|METRL_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Meteorin-like protein,METRNL,METRNL,Q641Q3,METRL_HUMAN,SwissProt,Meteorin-like protein,METRNL,Q641Q3,METRL_HUMAN
sp|Q8N114|SHSA5_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Protein shisa-5,SHISA5,SHISA5,Q8N114,SHSA5_HUMAN,SwissProt,Protein shisa-5,SHISA5,Q8N114,SHSA5_HUMAN
sp|O43173|SIA8C_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,"Alpha-N-acetylneuraminate alpha-2,8-sialyltransferase ST8SIA3",ST8SIA3,ST8SIA3,O43173,SIA8C_HUMAN,SwissProt,"Alpha-N-acetylneuraminate alpha-2,8-sialyltransferase ST8SIA3",ST8SIA3,O43173,SIA8C_HUMAN
sp|P13987|CD59_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,CD59 glycoprotein,CD59,CD59,P13987,CD59_HUMAN,SwissProt,CD59 glycoprotein,CD59,P13987,CD59_HUMAN
sp|P14174|MIF_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Macrophage migration inhibitory factor,MIF,MIF,P14174,MIF_HUMAN,SwissProt,Macrophage migration inhibitory factor,MIF,P14174,MIF_HUMAN
sp|Q06418|TYRO3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Tyrosine-protein kinase receptor TYRO3,TYRO3,TYRO3,Q06418,TYRO3_HUMAN,SwissProt,Tyrosine-protein kinase receptor TYRO3,TYRO3,Q06418,TYRO3_HUMAN
sp|Q5T750|KPLCE_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Protein KPLCE,KPLCE,KPLCE,Q5T750,KPLCE_HUMAN,SwissProt,Protein KPLCE,KPLCE,Q5T750,KPLCE_HUMAN
sp|Q8N145|LGI3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Leucine-rich repeat LGI family member 3,LGI3,LGI3,Q8N145,LGI3_HUMAN,SwissProt,Leucine-rich repeat LGI family member 3,LGI3,Q8N145,LGI3_HUMAN
sp|Q8WYK1|CNTP5_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Contactin-associated protein-like 5,CNTNAP5,CNTNAP5,Q8WYK1,CNTP5_HUMAN,SwissProt,Contactin-associated protein-like 5,CNTNAP5,Q8WYK1,CNTP5_HUMAN
sp|Q9BRK3|MXRA8_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Matrix remodeling-associated protein 8,MXRA8,MXRA8,Q9BRK3,MXRA8_HUMAN,SwissProt,Matrix remodeling-associated protein 8,MXRA8,Q9BRK3,MXRA8_HUMAN
sp|Q9NZ72|STMN3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Stathmin-3,STMN3,STMN3,Q9NZ72,STMN3_HUMAN,SwissProt,Stathmin-3,STMN3,Q9NZ72,STMN3_HUMAN
sp|P22314|UBA1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Ubiquitin-like modifier-activating enzyme 1,UBA1,UBA1,P22314,UBA1_HUMAN,SwissProt,Ubiquitin-like modifier-activating enzyme 1,UBA1,P22314,UBA1_HUMAN
sp|P22392|NDKB_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Nucleoside diphosphate kinase B,NME2,NME2,P22392,NDKB_HUMAN,SwissProt,Nucleoside diphosphate kinase B,NME2,P22392,NDKB_HUMAN
sp|Q13740|CD166_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,CD166 antigen,ALCAM,ALCAM,Q13740,CD166_HUMAN,SwissProt,CD166 antigen,ALCAM,Q13740,CD166_HUMAN
sp|Q86UD1|OAF_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Out at first protein homolog,OAF,OAF,Q86UD1,OAF_HUMAN,SwissProt,Out at first protein homolog,OAF,Q86UD1,OAF_HUMAN
sp|Q9UHG3|PCYOX_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Prenylcysteine oxidase 1,PCYOX1,PCYOX1,Q9UHG3,PCYOX_HUMAN,SwissProt,Prenylcysteine oxidase 1,PCYOX1,Q9UHG3,PCYOX_HUMAN
sp|Q9Y624|JAM1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Junctional adhesion molecule A,F11R,F11R,Q9Y624,JAM1_HUMAN,SwissProt,Junctional adhesion molecule A,F11R,Q9Y624,JAM1_HUMAN
sp|O00264|PGRC1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Membrane-associated progesterone receptor component 1,PGRMC1,PGRMC1,O00264,PGRC1_HUMAN,SwissProt,Membrane-associated progesterone receptor component 1,PGRMC1,O00264,PGRC1_HUMAN
sp|O75368|SH3L1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Adapter SH3BGRL,SH3BGRL,SH3BGRL,O75368,SH3L1_HUMAN,SwissProt,Adapter SH3BGRL,SH3BGRL,O75368,SH3L1_HUMAN
sp|P05019|IGF1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Insulin-like growth factor 1,IGF1,IGF1,P05019,IGF1_HUMAN,SwissProt,Insulin-like growth factor 1,IGF1,P05019,IGF1_HUMAN
sp|P14621|ACYP2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Acylphosphatase-2,ACYP2,ACYP2,P14621,ACYP2_HUMAN,SwissProt,Acylphosphatase-2,ACYP2,P14621,ACYP2_HUMAN
sp|P20930|FILA_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Filaggrin,FLG,FLG,P20930,FILA_HUMAN,SwissProt,Filaggrin,FLG,P20930,FILA_HUMAN
sp|Q86TH1|ATL2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,ADAMTS-like protein 2,ADAMTSL2,ADAMTSL2,Q86TH1,ATL2_HUMAN,SwissProt,ADAMTS-like protein 2,ADAMTSL2,Q86TH1,ATL2_HUMAN
sp|Q9P2E7|PCD10_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Protocadherin-10,PCDH10,PCDH10,Q9P2E7,PCD10_HUMAN,SwissProt,Protocadherin-10,PCDH10,Q9P2E7,PCD10_HUMAN
sp|O94760|DDAH1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",DDAH1,DDAH1,O94760,DDAH1_HUMAN,SwissProt,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",DDAH1,O94760,DDAH1_HUMAN
sp|P31937|3HIDH_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",HIBADH,HIBADH,P31937,3HIDH_HUMAN,SwissProt,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",HIBADH,P31937,3HIDH_HUMAN
sp|Q14126|DSG2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Desmoglein-2,DSG2,DSG2,Q14126,DSG2_HUMAN,SwissProt,Desmoglein-2,DSG2,Q14126,DSG2_HUMAN
sp|P06280|AGAL_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Alpha-galactosidase A,GLA,GLA,P06280,AGAL_HUMAN,SwissProt,Alpha-galactosidase A,GLA,P06280,AGAL_HUMAN
sp|P54727|RD23B_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,UV excision repair protein RAD23 homolog B,RAD23B,RAD23B,P54727,RD23B_HUMAN,SwissProt,UV excision repair protein RAD23 homolog B,RAD23B,P54727,RD23B_HUMAN
sp|Q01469|FABP5_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Fatty acid-binding protein 5,FABP5,FABP5,Q01469,FABP5_HUMAN,SwissProt,Fatty acid-binding protein 5,FABP5,Q01469,FABP5_HUMAN
sp|Q96FE5|LIGO1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1,LINGO1,LINGO1,Q96FE5,LIGO1_HUMAN,SwissProt,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1,LINGO1,Q96FE5,LIGO1_HUMAN
sp|Q9NS85|CAH10_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Carbonic anhydrase-related protein 10,CA10,CA10,Q9NS85,CAH10_HUMAN,SwissProt,Carbonic anhydrase-related protein 10,CA10,Q9NS85,CAH10_HUMAN
sp|B8ZZ34|SHSA8_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Protein shisa-8,SHISA8,SHISA8,B8ZZ34,SHSA8_HUMAN,SwissProt,Protein shisa-8,SHISA8,B8ZZ34,SHSA8_HUMAN
sp|O95336|6PGL_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,6-phosphogluconolactonase,PGLS,PGLS,O95336,6PGL_HUMAN,SwissProt,6-phosphogluconolactonase,PGLS,O95336,6PGL_HUMAN
sp|P08581|MET_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Hepatocyte growth factor receptor,MET,MET,P08581,MET_HUMAN,SwissProt,Hepatocyte growth factor receptor,MET,P08581,MET_HUMAN
sp|P13646|K1C13_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,"Keratin, type I cytoskeletal 13",KRT13,KRT13,P13646,K1C13_HUMAN,SwissProt,"Keratin, type I cytoskeletal 13",KRT13,P13646,K1C13_HUMAN
sp|P14207|FOLR2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Folate receptor beta,FOLR2,FOLR2,P14207,FOLR2_HUMAN,SwissProt,Folate receptor beta,FOLR2,P14207,FOLR2_HUMAN
sp|Q96NZ9|PRAP1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Proline-rich acidic protein 1,PRAP1,PRAP1,Q96NZ9,PRAP1_HUMAN,SwissProt,Proline-rich acidic protein 1,PRAP1,Q96NZ9,PRAP1_HUMAN
sp|O00391|QSOX1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Sulfhydryl oxidase 1,QSOX1,QSOX1,O00391,QSOX1_HUMAN,SwissProt,Sulfhydryl oxidase 1,QSOX1,O00391,QSOX1_HUMAN
sp|P09172|DOPO_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Dopamine beta-hydroxylase,DBH,DBH,P09172,DOPO_HUMAN,SwissProt,Dopamine beta-hydroxylase,DBH,P09172,DOPO_HUMAN
sp|P17066|HSP76_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Heat shock 70 kDa protein 6,HSPA6,HSPA6,P17066,HSP76_HUMAN,SwissProt,Heat shock 70 kDa protein 6,HSPA6,P17066,HSP76_HUMAN
sp|P20916|MAG_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Myelin-associated glycoprotein,MAG,MAG,P20916,MAG_HUMAN,SwissProt,Myelin-associated glycoprotein,MAG,P20916,MAG_HUMAN
sp|P47972|NPTX2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Neuronal pentraxin-2,NPTX2,NPTX2,P47972,NPTX2_HUMAN,SwissProt,Neuronal pentraxin-2,NPTX2,P47972,NPTX2_HUMAN
sp|Q6UXI7|VITRN_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Vitrin,VIT,VIT,Q6UXI7,VITRN_HUMAN,SwissProt,Vitrin,VIT,Q6UXI7,VITRN_HUMAN
sp|Q9BUJ0|ABHEA_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Protein ABHD14A,ABHD14A,ABHD14A,Q9BUJ0,ABHEA_HUMAN,SwissProt,Protein ABHD14A,ABHD14A,Q9BUJ0,ABHEA_HUMAN
sp|Q9BY76|ANGL4_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Angiopoietin-related protein 4,ANGPTL4,ANGPTL4,Q9BY76,ANGL4_HUMAN,SwissProt,Angiopoietin-related protein 4,ANGPTL4,Q9BY76,ANGL4_HUMAN
sp|Q15223|NECT1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Nectin-1,NECTIN1,NECTIN1,Q15223,NECT1_HUMAN,SwissProt,Nectin-1,NECTIN1,Q15223,NECT1_HUMAN
sp|P0C6S8|LIGO3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3,LINGO3,LINGO3,P0C6S8,LIGO3_HUMAN,SwissProt,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3,LINGO3,P0C6S8,LIGO3_HUMAN
sp|Q13421|MSLN_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Mesothelin,MSLN,MSLN,Q13421,MSLN_HUMAN,SwissProt,Mesothelin,MSLN,Q13421,MSLN_HUMAN
sp|Q96AP7|ESAM_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Endothelial cell-selective adhesion molecule,ESAM,ESAM,Q96AP7,ESAM_HUMAN,SwissProt,Endothelial cell-selective adhesion molecule,ESAM,Q96AP7,ESAM_HUMAN
sp|Q96DR8|MUCL1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Mucin-like protein 1,MUCL1,MUCL1,Q96DR8,MUCL1_HUMAN,SwissProt,Mucin-like protein 1,MUCL1,Q96DR8,MUCL1_HUMAN
sp|Q9NZ94|NLGN3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Neuroligin-3,NLGN3,NLGN3,Q9NZ94,NLGN3_HUMAN,SwissProt,Neuroligin-3,NLGN3,Q9NZ94,NLGN3_HUMAN
sp|Q9UHG2|PCS1N_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,ProSAAS,PCSK1N,PCSK1N,Q9UHG2,PCS1N_HUMAN,SwissProt,ProSAAS,PCSK1N,Q9UHG2,PCS1N_HUMAN
sp|P00338|LDHA_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,L-lactate dehydrogenase A chain,LDHA,LDHA,P00338,LDHA_HUMAN,SwissProt,L-lactate dehydrogenase A chain,LDHA,P00338,LDHA_HUMAN
sp|P02675|FIBB_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Fibrinogen beta chain,FGB,FGB,P02675,FIBB_HUMAN,SwissProt,Fibrinogen beta chain,FGB,P02675,FIBB_HUMAN
sp|P07858|CATB_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Cathepsin B,CTSB,CTSB,P07858,CATB_HUMAN,SwissProt,Cathepsin B,CTSB,P07858,CATB_HUMAN
sp|P12821|ACE_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Angiotensin-converting enzyme,ACE,ACE,P12821,ACE_HUMAN,SwissProt,Angiotensin-converting enzyme,ACE,P12821,ACE_HUMAN
sp|P20396|TRH_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Pro-thyrotropin-releasing hormone,TRH,TRH,P20396,TRH_HUMAN,SwissProt,Pro-thyrotropin-releasing hormone,TRH,P20396,TRH_HUMAN
sp|Q9NPC4|A4GAT_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Lactosylceramide 4-alpha-galactosyltransferase,A4GALT,A4GALT,Q9NPC4,A4GAT_HUMAN,SwissProt,Lactosylceramide 4-alpha-galactosyltransferase,A4GALT,Q9NPC4,A4GAT_HUMAN
sp|A0A0C4DH67|KV108_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Immunoglobulin kappa variable 1-8,IGKV1-8,IGKV1-8,A0A0C4DH67,KV108_HUMAN,SwissProt,Immunoglobulin kappa variable 1-8,IGKV1-8,A0A0C4DH67,KV108_HUMAN
sp|O75077|ADA23_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Disintegrin and metalloproteinase domain-containing protein 23,ADAM23,ADAM23,O75077,ADA23_HUMAN,SwissProt,Disintegrin and metalloproteinase domain-containing protein 23,ADAM23,O75077,ADA23_HUMAN
sp|P02144|MYG_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Myoglobin,MB,MB,P02144,MYG_HUMAN,SwissProt,Myoglobin,MB,P02144,MYG_HUMAN
sp|P05164|PERM_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Myeloperoxidase,MPO,MPO,P05164,PERM_HUMAN,SwissProt,Myeloperoxidase,MPO,P05164,PERM_HUMAN
sp|P08246|ELNE_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Neutrophil elastase,ELANE,ELANE,P08246,ELNE_HUMAN,SwissProt,Neutrophil elastase,ELANE,P08246,ELNE_HUMAN
sp|P01023|A2MG_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Alpha-2-macroglobulin,A2M,A2M,P01023,A2MG_HUMAN,SwissProt,Alpha-2-macroglobulin,A2M,P01023,A2MG_HUMAN
sp|P17643|TYRP1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,"5,6-dihydroxyindole-2-carboxylic acid oxidase",TYRP1,TYRP1,P17643,TYRP1_HUMAN,SwissProt,"5,6-dihydroxyindole-2-carboxylic acid oxidase",TYRP1,P17643,TYRP1_HUMAN
